# Restaurant: Pizzeria Il Portico - Aldini
# Address: Viale Aldini, 2, Bologna, 40136
Piadine;Piadina con Mozzarella e Prosciutto Cotto;;4.0
Piadine;Piadina con Mozzarella e Coppa Grana;;5.5
Piadine;Piadina con Mozzarella, Bresaola e Rucola;;7.0
Piadine;Piada con Pasta di Pizza;;3.0
Panzerotti;Panzerotto Normale;;2.5
Panzerotti;Panzerotto Grande;;4.5
Kebab;Panino Kebab;"carne di pollo e tacchino 
con insalata, patatine, cipolla rossa, pomodori e salsa a scelta tra 
ketchup o maionese o piccante o salsa yogurt";4.0
Kebab;Panino Falafel;falafel, insalata, pomodori, cipolla e salsa a scelta;4.0
Kebab;Roll Kebab;carne di pollo e tacchino con insalata, patatine, cipolla rossa, pomodori e salsa a scelta;4.0
Kebab;Pizza Kebab;pomodoro, mozzarella, insalata, pomodoro e kebab;7.0
Primi;Lasagne;;5.5
Primi;Tagliatelle alla Bolognese;;5.5
Primi;Pappardelle con Funghi Porcini;;5.5
Primi;Spaghetti al Pomodoro e Basilico;;5.5
Primi;Fusilli all'Amatriciana;;5.5
Primi;Svitati ai 4 Formaggi;;5.5
Primi;Tortellini Panna e Prosciutto;;5.5
Primi;Risotto ai Funghi;;5.5
Primi;Melanzane alla Parmigiana;;5.5
Secondi;Cotoletta e Patate al Forno;;7.0
Secondi;Hamburger e Patate al Forno;;6.0
Secondi;Salsiccia ai Ferri e Patate al Forno;;6.0
Secondi;Affettato Misto con Piadina;;6.0
Secondi;Polipo e Patate al Forno;;6.0
Secondi;Wurstel alla Griglia con Patate al Forno;;6.0
Insalate;Insalatone;;5.0
Bevande;Acqua Naturale;;1.0
Bevande;Acqua Frizzante;;1.0
Bevande;Bibita in Lattina;;2.0
Bevande;Bibita 1,35L;;3.5
Bevande;Succo di Frutta;;2.0
Bevande;Red Bull;;3.5
Birre;Birra in Bottiglia 33cl;;3.0
Birre;Birra in Bottiglia 66cl;;3.5
Birre;Birra Doppio Malto;in bottiglia;4.0
Birre;Birra 50cl;;4.0
Vini;Vino Bianco;"in bottiglia
75cl";8.0
Vini;Vino Rosso;"in bottiglia
75cl";8.0
Vini;Vino Vegano;;10.0
Vini;Prosecco;;10.0
