# Restaurant: Pizzeria Nosadella
# Address: Via Nosadella, 43a, Bologna, 40123
Calzoni;Calzone Farcito;pomodoro, mozzarella, prosciutto cotto, funghi e carciofi;5.0
Calzoni;Calzone con Verdure;pomodoro, mozzarella, melanzane, zucchine, peperoni e patate;5.5
Calzoni;Calzone Napoletano;pomodoro, mozzarella, salame piccante e ricotta;5.0
Piadine;Piadina Semplice;pasta di pizza, olio e origano;2.0
Piadine;Piadina Valtella;pasta di pizza, bresaola, rucola, grana e olio tartufata;5.5
Piadine;Piadina Speciale;pasta di pizza, mozzarella di bufala, rucola e pomodorini;5.5
Piadine;Piadina con Verdure;pasta di pizza e verdure miste;4.5
Panini;Panino con Stracchino e Rucola;mozzarella, sctracchino e rucola;5.5
Panini;Panino Alpino;mozzarella, speck, funghi e maionese;5.0
Panini;Panino Splendido;mozzarella, prosciutto cotto, funghi, rucola e maionese;5.5
Panini;Panino Imbufalito;mozzarella di bufala, prosciutto cotto e funghi;5.5
Panini;Panino Rustico;mozzarella, pomodoro, prosciutto crudo e rucola;5.9
Panini;Panino Vegetariano;mozzarella e verdure miste;5.0
Panini;Panino Kebab;insalata, patate, kebab, maionese, yogurt e pomodoro;6.0
Insalatone;Insalatone con Tonno;insalata mista, mais, olive, pomodorini e tonno;5.5
Insalatone;Insalatone Carolina;insalata verde, pomodoro, mozzarella di bufala e basilico;5.5
Insalatone;Insalatona con Gambretti;insalata mista, mais, gamberetti e pomodorini;5.5
Insalatone;Insalatona Primavera;insalata mista, mais, olive, pomodorini e mozzarella;5.5
Insalatone;Insalatona Janet;radicchio trevisano, rucola, pomodorini, mozzarella di bufala e grana;5.5
Fritti;Patate Fritte;;2.5
Dolci;Calzone Nutella;nutella;5.0
Dolci;Piadina Nutella;pasta di npizza, nutella, noci e zucchero a velo;5.2
Gelati;Cornetto Algida;;2.0
Gelati;Magnum Classico;;2.0
Gelati;Tartufo;;3.0
Bevande;Acqua Naturale;;1.0
Bevande;Acqua Frizzante;;1.0
Bevande;Bibita in Lattina 33cl;;1.5
Bevande;Bibita 1.5L;;2.8
Birre;Birra 33cl;;1.6
Birre;Birra 66cl;;2.5
